lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
203,0,90.95,8,29,4,3,1,0,0,0
121,4,0.0,8,31,1,1,0,0,6,1
75,0,69.53,3,14,4,2,1,0,1,1
2,0,65.0,8,7,2,1,2,0,0,1
15,0,86.0,2,18,3,3,0,0,0,1
244,0,85.85,10,30,4,3,2,0,0,0
11,0,154.0,9,5,4,1,1,0,3,0
4,2,170.0,9,12,4,1,1,0,3,1
165,0,151.2,10,7,4,2,1,0,3,0
138,1,90.95,4,20,4,4,0,0,0,0
92,0,121.8,7,28,4,3,0,0,3,0
19,0,90.0,6,22,2,2,0,0,0,1
31,0,198.9,5,6,4,2,0,0,5,0
5,0,79.0,2,20,4,1,0,3,0,1
14,0,148.5,8,17,4,4,0,0,3,0
76,1,110.15,3,20,4,3,2,0,3,1
4,0,75.51,11,26,4,2,2,0,3,1
15,1,80.3,1,22,4,2,0,0,0,1
20,1,79.0,11,28,2,1,1,0,0,1
20,0,119.0,9,19,2,2,1,0,0,1
68,0,65.0,9,29,3,2,0,0,0,1
39,0,109.0,8,14,3,2,0,1,0,1
145,0,99.45,5,3,4,4,0,0,0,1
105,0,110.97,10,28,2,2,1,0,4,1
1,0,90.0,11,12,4,1,2,0,0,1
86,2,108.0,10,10,4,2,1,3,0,1
49,1,73.95,3,9,4,4,1,0,0,1
179,1,81.25,7,19,3,3,0,0,0,1
37,0,95.0,10,13,3,3,0,0,0,1
24,1,107.1,6,13,4,3,1,0,0,1
3,0,69.84,1,15,4,3,2,0,0,1
101,1,103.5,5,1,4,0,2,3,0,1
2,0,169.0,9,21,2,1,0,0,0,0
118,0,110.0,6,6,3,3,1,0,0,1
89,0,84.9,4,9,4,1,2,0,0,1
79,0,75.0,11,13,3,2,0,0,0,1
2,1,67.5,12,24,4,1,0,3,0,1
115,0,106.92,9,17,4,2,2,3,0,0
11,1,151.0,7,2,4,2,2,0,0,0
254,0,91.0,9,16,3,2,0,1,0,1
186,0,80.0,4,22,3,2,1,0,0,1
23,1,139.0,8,2,4,2,0,3,0,1
9,2,166.0,7,13,4,3,0,0,3,1
46,1,74.8,11,22,4,4,0,3,0,0
3,1,131.0,4,25,4,2,1,0,0,1
11,2,98.0,1,17,4,0,2,0,0,1
349,0,96.67,10,4,3,5,1,0,0,1
172,0,95.0,6,24,4,2,0,0,0,0
1,1,77.03,12,5,4,5,3,3,0,1
238,1,178.2,6,18,4,1,0,0,5,0
91,0,73.74,4,4,4,3,1,0,1,1
30,0,156.9,12,22,4,3,1,0,5,1
193,2,81.82,7,4,4,10,3,0,1,0
2,0,0.0,9,21,1,1,0,0,6,1
14,0,75.47,1,18,4,10,5,0,0,1
63,0,116.0,9,4,3,2,0,1,0,1
1,1,99.0,1,4,4,0,1,0,3,1
59,1,96.99,5,28,4,5,2,0,3,1
20,0,63.2,2,10,4,4,0,3,0,0
56,1,116.1,5,13,4,2,1,3,0,1
42,1,135.9,7,18,4,3,1,0,0,1
34,0,67.5,2,9,4,4,0,3,0,0
60,1,76.58,4,11,4,3,1,0,0,1
10,1,129.0,6,19,4,1,2,3,0,1
31,1,156.42,9,18,4,2,2,0,5,0
6,0,65.0,10,12,2,0,1,0,0,1
15,0,79.0,2,12,4,2,0,3,0,0
6,0,197.12,5,20,4,4,2,0,6,0
3,1,98.33,3,29,4,3,0,0,0,1
150,1,95.82,5,31,4,3,0,0,1,1
6,1,104.2,12,28,4,4,0,3,0,1
32,0,104.0,12,3,4,2,2,0,0,0
92,0,77.6,4,2,4,2,2,0,0,1
20,0,87.0,1,22,4,1,0,0,0,1
6,2,138.57,9,20,4,5,2,3,0,1
30,0,67.0,11,13,2,0,1,0,0,1
301,1,115.0,7,30,3,1,1,1,0,0
166,0,110.0,11,1,4,3,0,0,0,0
194,1,116.45,9,7,4,4,1,0,0,0
50,0,89.1,10,20,4,1,0,3,0,0
31,0,75.0,9,16,3,2,1,0,0,1
22,1,139.0,9,26,4,1,1,0,0,1
31,0,63.0,12,3,3,1,2,3,0,1
73,1,149.4,9,19,4,3,1,0,3,0
199,1,95.4,5,2,4,3,1,3,0,0
309,0,101.0,5,13,3,2,1,1,0,0
418,0,75.0,9,26,3,2,1,0,0,0
47,0,60.0,1,23,3,1,2,0,0,1
210,0,72.75,10,8,3,3,1,0,0,1
50,1,67.5,12,13,3,2,0,0,0,1
41,0,76.5,8,15,3,2,1,0,0,1
66,0,75.0,10,9,4,2,1,0,0,0
7,0,80.0,10,12,2,0,1,3,0,1
129,0,99.45,5,10,4,4,0,0,0,1
22,1,126.04,12,28,4,10,4,0,3,1
0,0,109.0,3,5,4,1,0,0,0,1
16,0,132.33,6,13,4,2,1,0,0,0
150,1,89.4,9,9,4,2,0,3,0,1
17,2,114.5,9,17,4,2,0,0,0,1
7,1,114.75,5,24,4,1,0,0,0,1
115,0,75.0,2,27,3,3,2,0,0,1
9,1,109.0,3,16,4,2,0,0,0,1
23,0,85.0,3,2,3,4,0,0,0,1
141,1,131.47,8,1,4,5,1,0,3,1
88,1,112.01,5,29,4,2,2,0,1,1
112,0,116.28,8,24,3,4,0,0,4,0
2,2,160.0,10,8,4,1,1,0,0,1
111,0,94.78,8,8,3,2,1,0,3,1
43,3,96.3,10,29,4,3,0,0,0,1
85,1,119.85,5,16,4,3,1,0,0,1
0,0,139.0,10,20,4,1,0,0,0,1
1,0,67.5,1,8,4,2,0,3,0,1
26,1,88.4,11,16,4,4,0,0,0,1
31,1,71.52,1,3,4,0,1,0,1,1
104,1,114.0,10,6,4,2,0,1,0,0
31,2,94.5,10,11,4,2,2,0,0,1
65,0,90.9,4,1,4,2,0,0,0,0
38,0,85.5,6,18,3,1,1,0,0,1
86,1,96.3,4,17,4,1,2,0,0,1
130,2,82.59,4,16,4,3,2,0,0,1
1,0,158.0,5,6,4,2,0,0,0,1
141,0,118.06,7,3,3,2,2,1,3,0
88,0,54.63,10,31,4,5,2,0,0,1
15,2,180.0,10,21,4,2,0,0,0,1
39,0,67.5,2,13,4,1,0,3,0,1
80,1,96.3,4,8,4,2,0,0,0,1
34,1,103.5,10,12,4,2,1,0,0,1
10,0,128.86,4,16,4,5,2,0,3,0
32,1,95.0,1,24,2,1,2,0,3,1
47,2,103.05,10,1,4,3,1,0,0,1
27,1,212.1,9,20,4,3,0,0,5,0
315,0,52.0,12,2,3,2,0,0,0,1
1,0,129.56,9,22,4,1,0,3,0,1
41,3,120.0,10,28,4,1,0,0,0,1
25,0,65.0,12,27,3,1,0,0,0,1
178,1,93.08,8,24,4,4,0,0,0,1
10,1,66.0,3,5,2,2,2,0,0,1
102,2,122.85,10,30,4,2,2,0,3,1
63,1,167.45,4,13,4,4,0,0,5,1
257,0,80.0,7,1,3,2,0,1,0,1
177,1,127.8,8,12,4,2,1,0,3,0
17,1,144.84,6,1,4,4,1,0,3,1
39,0,117.9,7,3,4,1,2,0,0,0
4,0,86.0,2,9,4,1,0,0,0,1
23,1,109.0,1,2,3,1,2,1,0,1
45,1,139.5,10,7,4,2,2,0,3,0
77,2,112.5,4,25,4,1,1,0,0,1
80,1,96.3,6,23,4,1,0,0,0,1
12,0,114.0,11,7,4,1,2,0,0,1
110,0,153.0,7,9,4,3,2,1,3,0
9,0,67.5,1,14,4,2,0,3,0,1
102,0,109.0,10,16,3,2,0,1,0,1
22,1,118.58,11,17,4,3,0,0,3,1
83,1,113.5,11,13,4,2,2,0,0,1
75,3,135.9,9,26,4,2,1,0,0,1
2,0,94.32,9,17,4,1,1,3,0,1
327,0,88.0,9,9,3,4,2,1,0,1
162,1,99.45,7,5,4,4,0,0,0,1
52,0,98.82,9,4,4,0,1,0,0,0
47,2,116.5,8,28,4,3,2,1,0,1
33,0,71.1,3,13,4,2,2,3,0,0
12,2,87.78,7,19,4,2,0,3,0,1
133,0,118.8,9,3,4,1,2,3,0,0
118,2,110.8,12,28,4,4,1,0,0,1
19,1,119.0,4,13,4,1,0,3,0,1
47,1,99.4,2,29,4,3,1,0,3,1
130,0,194.85,5,5,4,3,0,0,1,1
140,1,112.5,8,12,4,2,0,3,0,1
67,1,109.8,4,3,4,1,2,0,3,1
13,1,79.0,2,12,4,2,0,3,0,1
44,0,124.46,8,29,4,5,2,0,3,1
9,1,120.0,10,19,4,3,1,0,0,1
106,2,88.4,12,21,4,5,2,0,0,1
28,0,94.35,6,13,4,1,1,0,0,0
1,1,127.0,12,30,4,3,0,0,0,1
151,1,97.75,8,11,4,3,2,0,0,1
53,3,194.4,12,31,4,3,2,1,3,1
127,3,106.2,12,22,4,2,0,0,0,1
26,0,111.35,6,14,4,3,0,0,0,0
37,0,150.3,4,3,4,0,2,0,0,0
119,2,129.6,9,22,4,3,0,0,0,1
0,0,75.0,3,20,3,0,1,0,0,1
65,2,113.55,10,26,4,2,0,0,0,1
198,0,90.0,9,9,3,2,1,0,0,0
2,1,153.0,8,12,4,2,0,3,5,1
28,1,133.75,10,3,4,3,1,0,0,1
116,1,142.2,8,4,4,3,1,0,3,1
4,0,70.0,12,16,3,1,0,0,0,1
110,0,58.0,3,20,3,1,2,0,0,1
85,2,180.3,7,18,4,5,1,0,5,1
290,0,90.95,10,20,4,3,2,0,0,0
130,0,68.0,11,26,3,1,2,0,0,1
50,0,145.69,11,9,4,2,0,3,0,0
14,1,98.67,10,30,3,2,1,0,3,1
15,0,96.9,12,5,4,3,1,0,3,1
19,2,129.0,9,25,4,0,1,3,0,1
14,1,155.83,8,19,4,4,2,0,3,1
64,0,103.5,7,25,4,0,1,3,0,1
4,2,221.39,4,8,4,2,2,0,6,1
3,0,75.0,3,11,2,1,0,0,0,1
49,1,101.51,11,16,4,5,2,0,3,1
61,1,96.9,12,7,4,4,0,0,3,1
76,1,71.4,9,16,3,5,2,0,0,1
15,0,54.75,10,23,3,2,2,0,0,1
68,0,48.0,9,29,3,2,0,0,0,1
3,1,154.0,10,11,4,2,0,0,0,1
1,4,0.0,8,12,4,2,0,0,1,1
18,0,104.0,11,25,4,2,0,0,0,0
0,0,170.0,9,29,4,1,0,3,0,1
32,0,121.5,4,11,4,0,1,0,0,0
13,1,85.0,3,20,3,0,1,0,0,1
104,1,76.5,4,15,4,2,2,0,0,0
12,0,72.0,10,4,3,0,1,0,0,1
0,0,0.0,9,18,1,0,2,0,0,1
48,1,140.4,5,10,4,5,0,0,3,1
15,0,109.0,5,31,4,3,0,3,0,0
1,0,0.0,2,6,4,0,0,0,0,1
61,1,109.8,12,2,4,2,1,0,0,1
26,0,187.0,7,2,4,1,2,0,3,0
34,0,59.0,1,26,2,1,0,0,0,1
0,0,101.0,3,21,4,0,1,0,0,0
116,1,96.0,7,16,4,4,2,3,0,1
1,1,65.0,8,2,2,1,0,0,0,1
0,0,81.0,8,6,4,1,0,3,0,1
166,1,127.8,8,12,4,2,1,0,3,0
35,1,127.44,9,5,4,3,1,0,0,1
87,0,90.0,12,17,3,1,2,0,0,1
68,2,166.35,9,9,4,2,1,1,0,1
0,0,81.55,6,17,4,1,0,3,0,1
22,1,62.0,11,17,2,1,0,0,0,1
265,0,90.0,6,24,3,2,0,1,0,1
42,0,114.3,3,12,4,1,1,0,3,1
80,1,80.3,3,3,4,3,0,0,0,1
1,0,79.0,12,29,2,1,0,0,0,1
172,0,95.0,6,24,3,2,0,0,0,0
2,1,139.0,8,31,4,3,0,0,0,1
269,0,70.0,12,29,3,3,2,0,0,1
34,0,224.67,9,23,3,3,0,1,0,0
40,1,118.0,12,31,3,3,0,0,0,1
14,1,112.0,11,3,4,1,0,0,0,0
68,0,43.43,2,20,3,5,2,0,0,1
51,1,102.6,11,4,4,2,0,0,3,1
97,2,81.25,7,8,3,2,0,0,0,1
187,0,80.75,9,12,3,4,1,0,1,1
28,0,130.33,12,31,4,3,0,0,3,0
190,0,70.0,4,9,3,1,1,0,0,0
41,2,145.2,10,15,4,1,2,0,3,1
133,1,123.25,7,6,4,4,0,0,0,0
50,0,82.45,3,11,4,2,2,0,3,0
136,0,96.3,6,28,4,3,0,0,0,0
79,1,132.3,10,20,4,3,2,0,3,1
50,2,52.0,1,14,3,3,0,0,0,1
263,0,67.0,9,21,3,0,1,0,0,1
173,0,143.1,9,10,4,1,2,0,0,0
141,1,72.76,5,23,4,0,1,3,0,1
136,1,144.9,9,21,4,4,1,0,3,0
179,0,113.4,9,30,4,2,2,0,0,0
195,1,99.0,8,7,4,1,2,3,0,0
112,0,100.0,6,2,3,2,0,0,0,1
31,0,80.3,2,3,4,4,0,0,0,1
196,0,105.3,8,1,4,0,1,0,0,0
275,0,72.25,12,28,4,4,0,3,0,0
19,0,74.64,3,4,4,2,1,0,0,0
275,0,62.8,6,4,3,1,1,0,0,0
26,0,104.0,12,16,4,2,0,0,0,0
317,0,120.0,9,15,4,2,0,0,0,0
36,1,96.3,10,20,4,1,0,0,0,1
13,3,128.5,8,19,4,2,0,3,0,1
220,0,128.0,9,17,3,1,2,1,0,0
10,1,141.0,5,6,4,2,2,0,3,1
238,1,115.2,6,18,4,1,0,0,3,0
42,0,96.3,5,17,3,3,0,0,3,1
111,0,237.6,8,7,4,3,2,1,5,0
75,2,84.96,10,30,4,3,2,0,0,1
24,0,65.0,11,1,2,0,1,0,0,1
158,0,90.95,8,25,4,3,2,0,0,0
166,0,80.75,7,5,4,5,0,3,0,0
159,2,146.2,12,22,4,8,4,0,5,1
2,0,139.0,6,28,4,1,0,0,0,0
71,2,153.0,10,18,4,1,0,1,0,1
128,3,100.29,9,16,4,2,0,3,0,1
9,1,114.0,12,7,4,1,0,0,3,1
418,0,107.0,9,26,3,2,1,1,0,0
40,1,57.6,11,20,4,2,2,3,0,1
179,2,107.1,10,28,4,3,2,0,0,0
6,0,80.0,11,9,3,2,1,0,0,1
112,1,107.95,5,2,4,3,1,0,3,1
12,1,65.0,6,14,2,2,0,0,0,1
164,0,115.0,10,16,3,0,1,0,0,0
20,0,76.0,11,1,4,3,0,3,0,1
38,2,196.46,5,27,4,2,2,0,6,1
180,0,89.25,8,2,4,4,0,3,0,0
251,1,73.35,11,21,4,1,1,3,0,1
16,0,65.45,9,21,3,1,1,0,0,1
51,1,90.9,3,15,4,3,0,0,0,1
37,1,51.05,12,9,4,3,2,3,0,1
9,0,145.0,10,7,4,3,0,0,0,1
51,0,123.3,4,14,4,2,0,0,3,0
3,1,86.0,2,1,4,1,1,0,0,1
110,0,94.5,7,25,3,1,2,1,0,0
258,0,106.2,9,15,4,3,0,0,0,0
106,0,94.5,7,15,4,1,0,3,0,0
36,2,94.99,11,25,4,4,0,0,0,1
180,1,98.1,10,10,4,0,1,3,0,0
68,2,104.76,4,28,4,3,1,3,0,1
63,0,80.5,9,4,3,2,0,1,0,1
16,0,164.0,9,26,4,0,1,0,3,0
289,0,67.0,10,17,3,1,0,0,0,1
93,3,113.4,10,6,4,3,0,0,0,1
91,0,80.0,4,4,3,2,1,0,0,0
8,0,184.0,9,17,4,1,0,0,3,1
36,1,107.1,10,16,4,0,1,0,0,0
208,0,85.5,8,30,4,3,0,3,0,0
4,0,67.0,8,30,2,1,0,0,0,1
102,2,48.67,1,3,3,1,2,0,3,1
111,1,96.3,4,26,4,1,0,0,0,1
136,1,105.3,5,6,4,2,0,0,0,1
94,1,96.13,4,8,4,2,2,3,0,1
163,0,100.0,6,5,3,2,2,0,0,0
57,0,94.5,4,24,4,0,1,3,0,0
88,1,85.0,9,12,3,0,1,0,0,1
4,2,169.0,9,4,4,3,2,0,0,1
175,1,121.5,8,10,4,2,0,0,0,0
33,1,104.4,9,2,4,1,0,0,0,1
35,2,137.34,9,25,4,3,2,0,3,1
57,1,82.44,12,8,4,3,0,0,1,1
1,1,109.0,6,26,4,0,1,0,0,1
58,0,88.0,11,11,4,2,0,3,0,0
73,0,68.0,7,7,4,4,0,0,0,0
123,1,81.5,4,12,4,5,0,0,1,1
35,1,248.49,9,18,4,0,2,0,1,1
139,0,72.25,6,19,3,2,2,3,0,1
3,0,65.0,10,12,2,0,1,0,0,0
37,1,108.11,5,21,4,1,0,0,3,1
46,2,78.0,12,26,4,3,2,0,0,1
119,0,121.5,7,23,4,1,2,0,0,1
132,1,124.8,7,29,4,2,1,0,3,1
221,0,65.0,10,10,3,1,2,0,0,1
43,0,117.9,7,1,4,2,0,0,0,0
13,2,186.0,5,14,4,1,1,0,3,1
32,2,111.3,4,14,4,3,0,0,0,1
174,0,70.0,10,10,3,1,1,0,0,0
22,0,140.0,5,20,3,2,0,0,0,1
6,0,152.0,4,16,4,1,1,0,3,0
87,1,158.4,9,21,4,2,0,0,3,1
7,1,144.0,5,5,3,3,0,0,0,1
245,0,75.0,6,17,4,2,0,0,0,0
98,0,91.5,6,26,4,1,2,3,0,0
198,3,159.3,9,22,4,3,0,0,3,1
54,0,86.58,3,1,4,4,0,0,3,1
5,1,65.0,11,15,2,3,0,0,0,1
52,0,139.5,10,10,4,9,3,0,3,0
102,1,119.0,12,2,4,2,2,0,3,0
10,3,135.0,10,3,4,2,1,3,0,1
5,3,120.0,11,21,4,0,1,0,0,1
151,1,91.48,10,6,4,3,2,0,0,1
57,1,90.67,6,10,3,2,1,0,0,1
205,0,90.0,5,29,3,1,2,0,0,0
20,1,108.99,10,3,4,2,1,0,0,1
3,0,110.0,9,18,0,2,2,0,3,1
53,2,89.4,5,18,4,1,0,3,0,1
113,2,134.3,7,10,4,2,2,0,3,1
93,1,73.95,3,17,4,3,2,0,0,1
121,2,132.18,7,19,4,6,2,0,3,1
148,0,67.0,12,30,3,4,1,0,0,1
16,1,31.0,2,26,2,1,0,0,0,1
9,0,119.2,9,22,4,1,0,3,0,1
36,0,94.35,6,26,4,0,2,0,0,1
105,0,110.0,10,12,3,2,1,1,0,0
88,1,90.9,4,26,4,3,0,0,0,0
237,0,134.73,10,13,4,3,1,0,3,0
56,0,58.0,9,17,3,2,0,1,0,1
271,0,95.2,10,22,4,2,2,0,0,0
8,0,126.0,5,10,4,2,0,0,0,1
63,0,63.75,8,22,3,0,1,3,0,1
1,0,78.41,8,17,4,1,0,3,0,1
33,2,85.5,9,15,4,2,0,0,0,1
124,0,94.5,8,8,3,1,2,1,0,1
93,1,132.6,5,19,4,4,2,0,3,1
59,1,123.98,9,5,4,3,1,0,3,1
76,0,90.95,10,16,3,5,2,0,3,1
156,0,121.5,7,25,4,2,1,0,0,0
57,1,85.85,3,28,4,3,1,0,0,1
210,0,86.0,10,8,3,3,1,1,0,0
59,0,79.2,11,23,4,3,0,3,0,0
56,1,119.75,3,20,4,2,2,0,3,1
63,0,89.25,10,10,4,3,2,0,0,1
245,0,75.0,6,17,3,2,0,0,0,0
76,1,111.3,4,28,4,3,0,0,0,0
107,0,58.0,3,17,3,3,0,0,0,1
9,1,155.08,9,27,4,1,2,0,0,1
1,1,87.0,12,12,4,1,1,3,0,1
18,2,148.0,12,30,4,2,1,0,3,1
4,0,93.8,12,2,4,2,2,0,0,1
302,0,100.0,9,16,4,2,1,0,0,0
322,0,100.8,9,1,4,3,0,0,0,0
18,0,97.02,6,13,4,0,1,0,3,1
39,0,129.7,9,25,4,0,1,0,0,1
107,1,76.69,12,21,4,5,2,3,0,1
27,1,126.0,4,12,4,3,0,0,3,1
21,0,92.0,1,4,3,5,1,1,0,1
80,1,114.9,12,27,4,3,0,0,3,1
5,2,66.3,12,14,4,4,0,3,0,1
36,2,150.3,4,4,4,0,1,0,0,1
1,0,163.5,7,24,4,2,2,0,3,1
141,0,94.56,8,22,4,2,1,0,0,1
14,1,129.0,9,20,4,1,0,3,0,1
100,0,91.5,4,27,4,3,0,3,0,0
15,1,141.68,9,15,4,2,0,0,3,0
62,1,105.3,7,17,4,1,2,0,0,1
79,2,52.85,11,18,4,4,0,0,0,1
190,0,96.3,10,26,4,4,0,0,0,0
26,1,75.0,10,19,3,3,1,0,3,1
68,0,60.0,12,2,3,4,0,0,3,1
72,2,119.0,12,20,4,4,0,0,3,1
74,0,80.0,9,18,3,2,0,1,0,1
33,1,135.9,4,3,4,4,2,0,3,1
346,1,0.0,9,13,4,0,0,1,0,1
1,1,88.0,7,21,2,1,0,0,0,1
260,2,67.5,12,25,4,0,1,3,0,1
97,1,79.8,10,30,4,1,2,3,0,0
141,0,76.5,8,7,4,3,2,0,0,1
128,1,126.9,6,6,4,2,1,0,0,1
63,0,80.1,3,28,4,1,1,3,0,0
60,0,130.9,12,23,4,2,2,0,3,0
24,1,87.3,1,29,4,2,1,0,3,1
55,0,92.0,4,6,3,1,0,1,3,1
20,2,136.67,9,29,4,3,0,0,0,1
18,1,101.25,8,31,4,3,1,0,0,0
91,1,105.3,7,23,4,3,2,0,0,1
14,0,105.0,7,21,2,2,0,0,0,1
88,2,143.1,5,11,4,3,0,0,0,1
180,0,120.0,10,10,4,2,1,0,0,0
13,0,85.0,10,18,3,1,2,0,0,1
201,2,142.56,10,3,4,2,1,0,3,0
296,1,117.0,9,21,4,4,0,1,0,0
14,0,79.25,1,21,4,3,0,0,1,1
221,2,90.95,10,22,4,3,2,0,0,1
166,1,114.3,8,3,4,3,0,0,0,0
106,1,80.75,5,29,3,1,2,0,0,1
17,1,109.0,3,16,4,1,0,0,0,1
190,0,90.9,11,3,4,3,0,0,0,0
64,2,119.51,4,1,4,3,2,0,3,1
146,0,95.0,4,24,3,0,2,0,0,0
23,2,93.82,4,9,4,1,2,3,0,1
249,0,89.25,10,22,4,2,2,0,0,0
2,0,0.0,1,27,1,1,0,0,0,1
4,0,74.69,12,4,4,2,0,0,0,1
0,0,0.0,9,22,1,1,0,0,0,1
27,0,108.0,9,30,3,2,0,0,0,1
110,0,149.4,9,22,4,3,1,0,3,0
0,1,99.0,3,31,4,3,0,3,0,1
64,0,130.0,5,17,2,2,0,0,0,1
273,1,76.46,10,21,4,2,1,0,0,1
50,0,242.9,8,19,4,2,1,0,5,0
97,0,102.3,4,16,4,1,2,0,3,1
2,1,110.5,12,24,4,2,2,0,4,1
386,1,115.0,10,23,3,0,2,1,0,0
51,2,139.5,10,17,4,5,1,0,3,0
220,1,80.75,10,20,4,3,1,3,0,1
68,0,105.3,3,18,4,2,1,0,0,1
29,1,74.8,11,15,4,4,0,3,0,0
25,1,94.35,6,12,4,0,2,0,0,1
93,1,126.9,6,20,4,1,1,0,0,1
68,0,198.9,5,13,4,2,1,0,5,0
100,0,102.34,12,26,4,4,1,0,0,0
12,2,93.0,2,7,4,0,1,0,0,1
70,0,173.35,4,8,3,2,2,0,4,1
31,3,84.03,1,30,3,5,2,0,3,1
78,0,97.33,4,5,4,4,0,0,3,0
89,3,72.25,7,17,3,2,2,0,0,1
14,0,126.0,4,7,4,3,0,0,3,0
6,3,228.0,8,28,4,1,2,0,5,1
153,0,96.3,8,26,4,2,2,0,0,0
273,0,94.5,6,24,4,2,1,0,0,0
14,0,99.5,12,26,4,2,2,0,0,1
0,0,66.0,2,23,2,3,0,0,0,1
1,0,65.0,11,19,2,1,0,0,0,1
8,0,56.0,3,2,3,2,0,0,0,1
72,2,135.9,8,18,4,3,0,0,0,1
73,0,85.67,11,24,3,3,0,0,0,1
177,0,100.0,6,3,3,2,0,0,0,0
4,0,83.93,4,15,4,2,1,3,0,0
29,0,70.0,11,2,3,4,0,0,0,1
211,0,100.0,5,20,3,2,0,0,0,0
182,1,144.5,12,27,4,4,0,0,5,0
69,0,120.0,6,12,4,4,2,0,0,0
292,0,90.0,7,21,3,2,0,1,0,1
27,1,120.12,6,22,4,2,0,0,3,1
35,1,75.0,10,26,3,2,1,0,3,1
9,0,169.0,7,23,4,1,0,0,0,0
52,1,88.0,11,5,4,1,0,3,0,1
55,0,190.8,10,6,4,3,0,0,5,0
11,0,122.33,4,29,4,2,1,3,0,0
44,1,98.8,11,19,4,1,1,0,0,0
158,1,90.95,6,30,4,3,1,0,0,0
4,0,88.0,3,7,3,3,1,1,0,1
44,1,108.0,10,2,4,1,2,3,0,0
33,1,113.0,11,26,4,1,0,0,0,1
42,2,126.0,10,3,4,2,1,0,0,1
0,0,77.6,1,30,3,1,0,0,0,1
1,2,92.0,2,3,4,2,0,0,0,1
257,0,101.5,7,1,4,2,0,1,0,0
54,0,102.0,12,27,3,1,2,1,0,1
107,2,189.0,7,13,4,4,0,1,3,1
156,1,72.25,7,16,3,2,2,0,0,1
83,0,112.2,9,30,3,1,0,1,0,1
303,1,78.0,8,19,3,3,2,0,0,1
25,0,65.0,11,22,3,3,2,0,0,1
135,0,55.08,8,19,4,4,0,3,0,0
32,1,73.0,11,20,3,2,0,0,0,1
15,1,73.15,9,5,4,1,1,0,0,1
79,0,105.61,12,26,4,3,1,0,3,0
45,2,96.9,11,24,4,3,2,0,3,1
1,0,124.0,6,26,4,0,2,0,0,1
118,2,107.25,12,11,4,2,1,0,0,1
94,0,108.0,10,6,4,3,1,3,0,0
148,0,79.53,6,25,4,5,2,0,0,0
215,2,100.8,5,4,4,4,0,0,0,0
349,0,90.0,10,4,3,5,1,0,0,0
51,1,75.0,11,12,3,2,2,0,0,1
75,2,152.1,9,16,4,1,0,0,0,1
137,0,75.0,6,20,3,3,1,0,0,1
35,2,111.42,8,29,4,4,1,0,0,0
178,1,106.25,10,24,3,3,1,1,0,0
1,0,0.0,9,4,4,2,1,0,0,1
54,0,65.0,11,18,2,1,0,0,0,1
52,0,78.3,3,3,4,3,0,0,0,0
11,2,65.0,11,4,2,2,0,0,3,1
0,0,9.0,10,11,4,0,2,0,0,1
141,0,90.0,9,20,3,0,1,0,0,0
105,3,72.25,11,26,4,3,0,0,0,1
6,0,96.4,8,21,4,3,2,0,0,1
6,0,109.0,9,27,2,1,0,0,4,1
38,1,73.2,2,27,4,1,1,0,0,1
1,1,139.0,7,19,4,1,0,3,0,0
105,0,123.3,10,26,4,3,0,0,3,0
207,2,76.5,8,21,4,3,2,0,0,1
174,1,99.45,7,26,4,6,2,0,0,1
117,1,123.3,5,6,4,2,0,0,3,1
59,1,87.0,1,28,3,2,0,0,0,1
62,1,65.66,2,15,4,3,1,0,1,1
11,1,70.3,1,24,4,0,2,0,0,1
64,1,73.95,3,13,4,2,2,0,0,1
192,0,68.23,10,31,3,2,1,0,0,1
11,0,90.0,6,14,2,3,0,0,3,1
95,1,93.08,4,5,4,4,0,0,3,1
183,1,96.3,10,20,4,3,1,0,0,1
101,1,101.18,8,11,4,1,0,0,3,1
4,2,97.1,2,9,4,3,0,0,3,1
184,1,105.3,7,10,4,0,1,0,0,0
54,0,125.1,8,26,4,1,0,3,0,0
6,0,57.75,8,13,3,6,2,0,3,1
170,1,85.0,7,19,4,4,0,3,0,1
4,0,85.5,4,7,3,3,0,0,0,1
51,1,118.8,10,4,4,3,0,0,0,1
1,2,140.0,12,31,4,1,0,3,0,1
260,2,100.3,10,7,4,4,2,0,0,0
4,3,88.0,11,2,2,2,0,0,0,1
22,1,221.0,5,13,4,2,0,0,5,0
3,0,132.0,10,19,2,2,1,0,0,1
41,0,85.67,3,13,2,1,2,0,0,1
91,0,75.0,9,30,3,2,1,0,0,1
8,1,40.0,9,13,2,1,0,0,0,1
8,1,95.0,4,5,4,1,0,0,0,1
157,1,76.5,7,6,4,3,1,0,0,0
1,0,66.7,1,14,4,1,0,3,0,1
2,0,65.0,8,12,2,1,0,0,0,1
39,1,71.1,3,4,4,2,1,3,0,0
8,0,86.0,3,2,4,1,0,0,0,1
159,0,94.5,8,5,4,1,0,3,0,0
72,0,105.3,4,16,4,1,0,0,0,0
5,0,94.5,8,15,3,1,2,1,0,1
171,0,80.75,9,20,3,5,2,0,0,0
69,2,79.2,11,4,4,1,0,3,0,1
65,1,149.4,9,9,4,2,0,0,3,0
20,1,127.0,2,14,4,1,2,0,3,0
226,1,90.95,8,8,4,5,2,0,0,1
49,0,116.1,5,6,4,2,0,3,0,0
