lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
8,0.0,2,4,23,1,1,0,2018,1,1
30,186.22,0,11,2,4,9,4,2018,1,0
117,79.2,0,11,13,4,0,2,2018,2,1
10,103.0,0,3,19,4,1,1,2018,2,1
56,185.0,0,9,25,3,2,2,2017,2,1
8,135.0,1,10,20,4,2,0,2017,2,1
386,115.0,1,10,23,4,0,2,2018,2,0
273,109.0,0,7,17,4,2,0,2017,2,0
33,104.0,1,11,26,4,1,0,2018,2,0
184,130.05,3,8,3,4,5,2,2018,3,1
232,100.3,0,9,5,4,3,1,2018,2,0
188,130.0,0,6,15,4,2,0,2018,1,0
102,109.0,0,10,16,3,2,0,2017,2,1
45,139.5,1,10,7,4,2,2,2018,2,0
1,66.0,1,2,3,2,1,0,2018,1,1
63,106.88,2,9,3,4,2,2,2018,2,1
89,149.4,1,9,16,4,2,2,2018,2,1
63,109.35,2,4,26,4,2,0,2018,1,1
304,89.0,0,11,3,4,3,0,2018,2,0
1,115.0,1,4,9,4,1,2,2018,1,1
51,85.5,0,3,16,2,1,0,2018,1,1
110,90.95,0,4,20,4,2,0,2018,2,1
20,117.55,1,7,30,4,1,2,2018,2,1
50,108.0,1,10,19,4,1,0,2018,2,0
48,139.5,1,10,11,4,3,0,2018,2,1
96,129.88,0,9,13,4,3,0,2018,2,0
148,67.0,0,12,30,3,4,1,2017,2,1
25,129.0,1,10,3,4,1,1,2018,2,0
148,79.53,0,6,25,4,5,2,2018,2,0
114,72.25,0,8,22,3,3,1,2018,2,1
257,80.0,0,7,1,3,2,0,2017,1,1
105,119.85,2,6,11,4,5,2,2018,2,1
4,117.0,0,11,2,4,2,1,2017,1,1
67,29.0,1,9,6,1,2,2,2017,2,1
61,118.8,1,9,2,4,2,2,2018,2,1
79,192.03,1,12,30,3,2,0,2018,2,1
74,168.3,2,5,21,4,1,0,2018,3,1
120,72.76,0,5,12,4,1,0,2018,2,1
157,68.0,0,12,8,3,3,0,2018,2,1
4,89.0,0,1,6,4,4,0,2018,2,1
46,124.46,0,8,28,4,5,2,2018,2,1
41,70.33,0,3,13,2,1,2,2018,1,1
84,170.1,2,6,15,4,4,1,2018,3,1
245,75.0,0,6,17,4,2,0,2018,2,0
27,125.25,1,6,29,4,3,0,2018,2,1
74,55.9,0,7,27,4,7,3,2017,2,1
85,126.9,0,6,20,4,2,1,2018,2,0
6,79.0,0,2,26,4,2,0,2018,2,0
256,94.35,2,10,23,4,3,2,2018,2,0
265,109.0,0,6,24,4,2,0,2018,2,0
64,112.2,0,4,15,4,3,2,2018,2,1
0,109.0,1,10,1,2,1,0,2017,1,1
91,65.0,0,9,14,2,2,0,2018,1,1
127,90.0,0,4,28,3,3,1,2018,2,1
73,85.0,0,7,14,3,3,0,2018,2,1
36,168.73,0,12,28,4,4,0,2018,2,1
17,100.38,0,12,8,4,3,1,2018,2,1
164,99.45,0,7,27,4,5,2,2018,2,0
0,160.0,0,9,27,2,1,0,2018,2,1
37,126.0,1,10,2,4,1,2,2018,2,1
191,96.9,0,8,1,3,2,1,2018,3,1
33,95.0,2,10,17,4,4,2,2017,2,1
32,94.5,3,9,5,4,1,2,2017,2,1
3,98.8,0,9,7,3,1,1,2017,1,1
53,100.5,1,7,10,4,1,2,2018,2,1
8,0.0,1,6,19,1,0,1,2018,2,1
107,80.75,1,5,29,4,1,2,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,1
84,89.75,0,4,29,3,2,1,2018,2,1
0,156.0,1,8,25,4,2,0,2017,2,1
1,136.0,2,6,11,4,1,1,2018,2,1
29,85.0,1,12,2,2,2,0,2018,2,1
41,87.54,1,10,14,4,4,0,2017,2,1
86,100.0,0,9,9,2,2,0,2017,2,1
167,108.9,1,10,1,4,2,2,2018,2,0
34,107.1,1,6,14,4,3,0,2018,2,1
101,80.0,0,4,4,4,2,1,2018,2,0
259,90.0,0,5,5,4,3,0,2018,2,0
122,105.3,1,5,12,4,2,0,2018,2,1
1,80.0,2,2,11,4,1,0,2018,2,1
107,142.2,0,8,25,4,2,0,2018,2,1
35,131.4,1,4,5,4,3,0,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
4,111.0,0,4,1,4,2,0,2018,2,0
85,85.0,1,10,6,3,3,1,2018,2,1
137,130.95,0,8,24,4,4,0,2018,3,0
74,101.5,0,9,18,3,2,0,2017,2,1
116,82.0,0,2,28,3,1,2,2018,1,1
34,94.5,2,9,13,4,2,2,2017,2,1
56,109.8,0,8,28,4,1,2,2018,2,0
149,72.25,0,7,10,4,4,2,2018,2,0
12,55.72,0,2,6,4,2,2,2018,2,1
52,158.4,1,10,17,4,1,1,2018,3,0
191,69.0,0,3,30,3,4,1,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
57,219.6,0,12,29,4,3,0,2018,2,0
9,44.8,0,1,8,3,3,2,2018,1,1
7,120.0,0,10,26,4,1,0,2018,2,1
78,100.0,0,3,25,4,2,1,2018,2,0
0,109.0,0,6,7,4,1,0,2018,2,1
78,115.68,1,8,19,4,2,1,2018,0,1
31,75.0,0,9,16,3,2,1,2018,2,1
37,134.1,1,6,17,3,2,0,2018,2,1
8,124.1,1,5,29,4,1,2,2018,2,1
32,214.75,1,8,17,4,2,0,2018,4,1
48,75.0,0,10,31,3,2,1,2018,2,1
89,72.25,2,11,23,4,2,1,2017,2,1
0,80.0,0,3,7,2,0,1,2018,1,1
15,139.0,1,9,20,4,1,0,2018,2,1
10,66.0,0,1,28,2,1,0,2018,1,1
43,115.5,0,5,31,4,3,0,2018,1,1
27,195.5,2,8,8,4,1,1,2018,2,1
386,115.0,1,10,23,4,0,2,2018,2,0
72,84.0,0,9,18,3,1,0,2017,1,1
10,107.8,3,10,16,4,1,2,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
170,78.0,0,4,8,3,3,2,2018,2,1
265,90.0,0,6,24,3,2,0,2018,1,1
49,105.3,0,7,9,4,1,1,2018,2,0
51,80.3,1,2,25,4,3,0,2018,2,1
3,129.0,1,2,8,4,0,1,2018,1,1
265,115.0,1,6,24,4,2,0,2018,2,0
34,125.1,2,9,11,4,0,2,2018,2,1
1,103.0,1,2,27,4,1,0,2018,2,1
77,125.1,0,5,1,4,0,2,2018,2,1
60,96.17,1,6,17,4,5,2,2018,1,0
56,185.0,0,9,25,3,2,2,2017,2,1
0,69.74,0,6,12,4,0,2,2018,2,1
136,172.55,0,7,9,4,3,2,2018,2,0
4,95.0,1,1,28,4,3,0,2018,1,1
68,166.35,2,9,9,4,2,1,2018,2,1
1,108.0,1,11,18,4,1,0,2018,2,1
61,102.0,0,3,21,4,3,1,2018,2,1
40,203.73,2,5,13,4,2,1,2018,2,1
6,78.69,0,11,17,4,5,2,2018,2,0
58,79.2,0,11,3,4,3,0,2018,2,0
35,76.5,1,3,16,4,2,0,2018,1,1
177,100.0,0,6,3,4,2,0,2018,2,0
13,88.4,1,12,14,4,4,0,2018,2,1
245,110.0,0,7,6,4,4,2,2018,1,0
189,109.8,0,10,28,4,2,1,2018,2,0
271,78.3,0,12,3,3,1,2,2018,2,1
257,101.5,0,7,1,4,2,0,2017,2,0
207,80.75,1,7,28,4,4,2,2018,2,1
108,104.0,2,12,25,4,2,2,2018,2,1
39,51.19,0,3,15,4,3,0,2018,2,1
11,150.0,1,11,5,4,1,0,2018,2,0
177,127.8,1,8,12,4,2,1,2018,2,0
15,115.0,3,9,17,4,1,0,2017,2,1
10,156.0,1,5,5,4,1,0,2018,2,1
60,130.9,0,12,23,4,2,2,2018,3,0
21,116.1,0,10,4,4,3,0,2018,2,0
24,71.69,1,9,11,4,0,2,2018,2,1
76,98.5,1,4,24,3,3,2,2018,1,1
146,94.5,1,7,13,4,3,0,2018,2,1
188,130.0,0,6,15,4,2,0,2018,1,0
114,76.5,0,7,11,4,1,2,2017,2,0
256,90.95,0,8,31,4,4,0,2018,2,0
210,72.75,0,10,8,3,3,1,2017,2,1
16,93.0,0,11,16,4,1,0,2018,2,1
64,168.3,1,9,16,4,2,0,2018,2,1
105,75.0,0,10,12,3,3,0,2018,2,1
0,105.0,0,8,9,4,0,1,2017,2,1
37,78.5,1,2,14,4,0,2,2018,2,1
54,119.7,0,7,2,4,5,2,2018,2,0
81,168.3,0,9,7,4,3,0,2018,3,0
2,197.0,1,5,27,4,1,0,2018,3,1
61,91.0,0,10,4,3,0,2,2017,2,1
11,85.0,0,2,13,3,3,2,2018,2,1
4,81.0,0,2,5,4,2,2,2018,2,0
63,116.0,0,9,4,3,2,0,2017,2,1
320,115.0,1,8,18,4,2,0,2018,2,0
3,106.0,2,2,15,4,3,1,2018,2,1
62,118.8,0,4,16,4,1,2,2018,2,0
91,132.3,2,10,20,4,3,0,2018,2,0
123,146.7,0,8,21,4,0,1,2018,2,1
13,86.8,1,3,2,4,3,0,2018,2,1
152,98.0,0,11,1,3,4,0,2018,2,1
180,100.0,1,5,2,3,1,1,2018,2,1
222,158.95,0,8,14,4,10,4,2018,2,0
47,119.52,0,9,18,4,2,2,2018,2,1
88,117.0,1,5,3,3,3,0,2018,2,1
26,140.67,0,4,27,4,3,0,2018,2,0
17,94.95,1,10,15,4,3,2,2017,2,1
104,109.65,0,5,11,4,5,2,2018,2,0
7,120.0,0,12,30,4,2,1,2018,2,1
128,67.22,0,3,18,4,2,1,2018,2,1
11,62.0,0,3,16,3,3,0,2018,1,1
6,91.0,0,3,4,4,1,0,2018,2,1
23,68.0,0,3,17,3,4,2,2018,2,1
304,89.0,0,11,3,4,3,0,2018,2,0
4,94.5,0,8,8,3,1,2,2017,2,1
25,187.0,1,8,15,4,2,1,2018,3,0
65,122.65,0,12,21,3,4,0,2018,3,1
21,68.0,1,2,25,2,1,0,2018,1,1
45,131.4,1,3,19,4,1,1,2018,3,0
25,149.4,0,4,15,4,3,2,2018,2,0
5,100.0,0,5,24,2,2,0,2018,1,1
247,115.0,1,6,6,4,1,1,2018,2,0
6,160.0,2,10,20,4,3,0,2018,2,1
25,127.67,2,4,16,4,1,2,2018,2,1
52,79.2,2,12,7,4,3,0,2018,2,1
18,69.0,2,12,1,4,2,0,2017,2,1
296,117.0,1,9,21,4,4,0,2018,2,0
174,70.0,0,10,10,4,1,1,2017,2,0
31,114.3,2,3,8,4,3,0,2018,3,1
166,110.0,0,11,1,4,3,0,2018,1,0
30,181.8,1,9,1,4,3,0,2018,1,1
68,75.65,1,4,1,4,2,2,2018,2,0
194,77.23,2,4,17,4,3,2,2018,2,1
145,65.0,0,1,3,3,1,2,2018,2,1
292,115.0,0,7,21,4,2,0,2018,2,0
0,118.8,0,9,7,4,1,1,2017,2,0
24,127.48,1,5,31,4,4,0,2018,2,1
124,114.3,0,5,6,4,2,1,2018,2,1
44,87.2,0,12,3,3,2,2,2018,2,1
257,101.5,0,7,1,4,2,0,2017,2,0
164,100.0,0,10,2,3,2,0,2017,1,1
153,91.38,1,7,27,4,4,0,2018,2,1
155,119.71,1,8,1,4,9,3,2018,2,0
0,119.0,0,6,2,4,1,0,2018,2,1
29,139.0,1,7,28,4,1,0,2018,2,1
59,109.8,1,8,29,4,3,1,2018,2,1
91,65.0,0,9,14,2,3,0,2018,1,1
76,131.4,0,7,2,4,1,0,2018,2,0
93,96.3,3,4,12,4,3,0,2018,2,1
4,0.0,1,2,15,1,2,1,2018,1,1
25,137.0,1,4,20,4,2,0,2018,2,1
245,75.0,0,6,17,4,2,0,2018,2,0
74,92.65,0,12,27,3,3,0,2018,3,1
275,62.8,0,6,4,4,1,1,2018,2,0
14,160.0,0,10,22,4,1,0,2018,2,0
265,90.0,0,6,24,3,2,0,2018,1,1
122,81.26,2,8,21,3,5,3,2018,2,1
158,114.75,1,5,25,4,4,0,2018,1,0
119,99.3,0,4,29,4,2,1,2018,2,1
6,89.0,0,10,3,2,0,1,2018,1,1
122,85.0,0,4,15,4,2,0,2018,2,0
60,75.0,0,3,20,4,2,2,2018,2,0
1,102.6,0,9,30,3,2,0,2017,2,1
121,90.95,0,6,4,3,2,2,2018,2,1
301,115.0,1,7,30,4,1,1,2018,2,0
349,78.3,0,12,24,4,1,2,2018,2,0
59,121.5,0,5,19,4,1,0,2018,1,0
71,120.0,0,6,14,3,3,0,2018,1,1
200,105.4,1,8,31,4,4,0,2018,2,0
71,101.87,1,10,21,4,2,1,2018,2,1
105,65.0,0,9,28,2,1,0,2018,1,1
6,116.0,0,11,6,4,2,0,2017,2,1
76,69.3,1,4,21,4,1,0,2018,1,1
29,90.25,2,9,30,4,2,0,2017,1,1
179,119.85,0,9,2,4,3,2,2018,2,0
81,76.5,2,12,6,4,0,1,2017,2,1
35,109.0,2,10,27,4,3,0,2018,2,1
60,126.9,1,5,21,4,1,1,2018,2,1
34,65.0,0,7,19,2,1,0,2018,1,1
0,86.0,0,1,2,4,1,1,2018,1,1
5,139.0,1,7,14,4,3,1,2018,2,1
48,109.8,1,9,4,4,0,2,2018,2,1
54,132.6,0,5,12,4,3,2,2018,2,0
57,75.33,0,6,10,3,2,1,2018,1,1
5,65.0,0,9,9,2,2,0,2017,1,1
130,68.0,0,11,26,3,1,2,2018,2,1
57,113.85,0,12,26,4,6,4,2017,2,1
89,96.3,0,4,12,4,3,0,2018,2,1
221,79.5,2,12,29,4,3,0,2018,2,0
1,40.0,1,11,10,2,2,0,2017,1,1
116,76.0,0,2,28,3,1,2,2018,1,1
139,90.95,0,9,5,3,1,1,2018,2,1
55,104.0,0,4,6,3,1,0,2018,2,1
247,109.0,0,6,6,4,1,1,2018,2,0
74,109.0,0,9,18,3,2,0,2017,2,1
2,75.0,0,12,11,3,1,0,2017,1,1
47,150.3,2,7,2,4,1,1,2018,3,1
56,120.0,0,6,8,3,1,0,2018,2,1
96,94.5,0,7,11,3,1,2,2017,2,1
156,103.5,0,8,21,4,1,2,2018,2,0
166,110.0,0,11,1,4,3,0,2018,1,0
268,78.0,0,4,8,4,3,2,2018,2,0
32,85.0,0,3,11,3,3,2,2018,2,1
0,0.0,0,10,1,1,1,0,2017,1,1
107,130.0,1,6,10,3,2,0,2018,2,1
159,187.85,0,5,26,4,3,0,2018,1,0
46,168.3,2,8,24,4,3,0,2018,3,1
17,74.8,2,11,16,4,4,0,2018,2,1
57,112.2,0,4,21,4,3,2,2018,2,0
1,106.0,1,1,4,4,0,1,2018,2,1
159,134.46,2,9,30,4,3,2,2018,2,0
24,108.0,1,9,12,4,0,1,2018,1,1
17,90.95,1,11,3,4,5,0,2017,2,1
9,79.0,0,2,21,4,1,2,2018,1,0
111,168.3,3,9,16,4,2,0,2018,3,1
74,101.5,0,9,18,3,2,0,2017,2,1
56,82.0,0,9,17,3,2,0,2017,2,1
5,110.0,1,5,24,2,2,0,2018,2,1
3,106.0,3,8,20,4,1,0,2017,2,1
194,102.25,1,8,22,4,2,1,2018,2,0
3,95.0,0,6,23,3,1,0,2018,1,1
19,85.5,0,10,7,2,1,0,2017,1,1
33,102.37,1,2,26,4,2,1,2018,2,1
0,129.0,1,6,17,4,1,0,2018,2,1
0,106.0,2,8,19,4,1,0,2017,2,1
69,102.6,0,11,4,4,2,0,2018,2,1
7,92.4,1,10,28,4,2,0,2017,1,1
40,82.1,1,3,7,4,2,1,2018,2,1
184,105.3,1,7,10,4,0,1,2018,2,0
73,135.0,1,10,12,4,4,1,2018,2,0
213,130.0,0,6,7,4,3,0,2018,2,0
79,76.5,0,4,2,4,1,1,2018,2,0
6,108.0,2,5,8,4,1,2,2018,2,1
29,85.0,0,12,2,2,2,0,2018,2,1
11,107.0,0,10,10,3,1,1,2018,2,1
29,85.0,2,12,2,2,2,0,2018,2,1
52,73.95,0,2,4,4,3,2,2018,2,0
30,88.4,0,3,4,4,2,0,2018,2,1
1,67.0,1,4,13,2,1,0,2018,1,1
16,76.0,0,3,8,2,3,0,2018,1,1
48,81.0,0,5,22,3,2,2,2018,1,1
315,160.0,0,9,30,4,2,1,2018,2,0
3,150.0,2,10,30,4,0,2,2018,1,1
0,90.0,0,10,13,3,1,0,2018,1,1
69,106.0,0,9,22,3,2,0,2017,2,1
99,89.25,0,5,1,4,2,2,2018,2,0
73,94.0,1,4,3,4,1,2,2018,2,1
181,120.0,0,10,11,4,2,0,2018,1,0
30,125.1,2,9,15,4,1,0,2018,2,1
56,60.0,0,11,6,3,2,2,2017,2,1
83,75.0,0,12,18,3,0,2,2018,2,1
0,125.1,0,5,24,2,1,0,2018,2,1
92,96.9,1,12,22,4,3,2,2018,2,1
11,93.8,0,2,12,3,2,1,2018,2,1
67,98.1,1,9,6,4,2,0,2018,2,0
25,64.64,0,2,7,4,2,2,2018,2,1
32,105.0,1,7,18,3,1,1,2018,2,1
286,90.0,0,10,16,4,0,1,2018,2,0
80,74.8,1,3,25,3,2,2,2018,2,1
186,90.95,2,7,12,4,5,0,2018,2,0
263,59.5,0,9,21,3,0,1,2017,1,1
103,94.5,0,7,18,4,1,2,2017,2,0
114,140.4,0,6,2,4,3,0,2018,2,0
245,110.0,0,7,6,4,4,2,2018,1,0
24,95.0,0,10,3,2,0,1,2018,1,1
39,109.0,1,8,14,3,2,0,2017,2,1
29,66.0,1,12,6,3,1,2,2017,2,1
2,0.0,3,10,6,1,1,0,2018,1,1
14,88.33,0,3,4,4,7,2,2018,1,0
37,105.0,0,10,13,3,3,0,2018,2,1
273,95.0,0,5,13,4,2,1,2018,2,0
124,143.1,1,5,31,4,3,0,2018,2,0
104,114.0,1,10,6,4,2,0,2017,2,0
51,75.6,1,9,16,3,5,2,2017,2,1
65,135.9,3,9,27,4,3,0,2018,2,1
179,108.9,2,10,1,4,1,2,2018,2,0
4,70.0,0,1,8,3,2,1,2018,2,1
80,93.6,0,11,12,4,1,1,2018,2,0
56,125.1,1,7,27,4,1,0,2018,2,1
221,73.0,0,8,12,3,1,0,2018,1,1
263,67.0,0,9,21,3,0,1,2017,2,1
160,70.0,0,12,30,3,3,0,2017,2,1
174,115.2,0,6,5,4,0,2,2018,2,0
19,75.0,0,11,2,3,1,0,2018,1,1
63,116.0,0,9,4,3,2,0,2017,2,1
0,81.0,0,1,3,4,0,1,2018,1,1
5,92.4,1,9,20,4,0,2,2017,1,1
0,69.84,0,6,23,4,1,0,2018,1,1
86,87.5,0,9,24,3,2,0,2017,1,1
38,55.59,0,1,15,4,2,1,2018,2,1
38,101.83,1,9,14,4,5,2,2017,2,1
176,125.1,0,9,8,4,3,0,2018,2,0
13,79.0,0,7,11,2,1,1,2018,1,1
156,122.4,0,12,27,4,3,0,2018,3,1
182,112.2,1,8,15,4,3,1,2018,2,0
11,113.34,1,9,15,4,3,1,2018,2,1
28,126.0,0,10,3,4,0,1,2018,2,0
87,112.25,1,10,23,3,1,2,2018,2,1
99,159.3,0,5,13,4,2,1,2018,3,0
13,85.0,0,10,18,3,1,2,2017,2,1
18,146.0,1,5,10,4,3,0,2018,2,1
6,75.0,0,11,1,3,3,0,2018,1,1
162,115.0,0,10,14,4,2,2,2018,1,0
4,168.5,2,6,16,4,3,2,2018,2,1
15,80.0,1,8,27,4,2,0,2017,1,0
23,159.0,2,9,15,4,3,0,2018,2,1
7,156.0,1,5,4,4,3,0,2018,2,1
40,6.67,1,1,14,4,3,0,2018,0,1
102,80.0,0,10,16,4,2,0,2017,1,0
141,128.8,1,9,23,4,2,0,2018,2,1
40,71.64,0,10,25,4,1,2,2017,1,1
42,80.3,1,2,3,4,3,0,2018,2,1
12,65.0,0,8,5,2,3,0,2017,2,1
54,74.15,2,10,3,4,3,2,2017,2,1
24,124.0,2,9,19,4,1,1,2017,2,1
0,75.0,0,3,8,2,2,0,2018,1,0
0,168.3,2,8,20,4,1,0,2018,3,1
59,85.0,0,10,29,3,2,0,2017,2,1
33,67.5,1,8,5,4,4,0,2017,2,0
11,160.0,0,5,24,3,3,0,2018,2,1
63,80.1,0,3,28,4,1,1,2018,2,0
56,75.0,0,11,16,3,2,0,2018,2,1
36,126.9,2,5,21,4,2,2,2018,2,1
93,115.0,0,10,15,4,1,2,2018,1,0
92,81.5,2,10,29,4,1,1,2018,0,1
23,166.0,1,8,3,4,1,0,2018,2,1
27,143.3,1,11,6,4,3,2,2018,1,1
57,228.6,0,4,24,4,1,2,2018,2,0
8,107.0,0,6,26,3,1,2,2018,2,1
5,130.0,1,8,20,4,1,0,2018,2,1
13,96.0,1,1,20,4,2,0,2018,2,1
55,91.51,1,9,10,4,1,2,2018,2,1
12,90.0,2,8,30,4,0,1,2017,2,1
418,107.0,0,9,26,4,2,1,2018,2,0
270,80.0,1,4,20,3,4,0,2018,2,1
245,110.0,0,7,6,4,4,2,2018,1,0
69,114.9,1,6,21,4,3,0,2018,2,1
150,90.0,1,6,16,3,3,0,2018,2,1
105,75.0,0,4,6,4,1,0,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,1
16,124.0,2,9,21,4,3,1,2017,2,1
133,118.8,3,9,27,4,4,0,2018,2,1
2,101.0,1,3,2,4,3,0,2018,2,1
8,131.0,1,6,22,4,2,0,2018,2,1
141,90.0,0,11,25,4,2,0,2018,2,1
134,65.0,0,12,4,3,2,2,2017,2,1
62,146.7,2,7,26,4,4,0,2018,3,1
164,100.0,0,10,2,3,2,0,2017,1,1
96,118.8,1,6,29,4,2,0,2018,2,1
37,69.9,0,2,22,4,2,1,2018,2,0
38,85.5,0,9,18,3,1,2,2018,2,1
2,169.0,3,3,23,4,2,0,2018,3,1
43,126.9,1,7,1,4,2,1,2018,2,1
38,85.0,0,8,4,3,5,2,2018,2,1
9,114.5,2,9,7,4,1,1,2017,2,1
32,141.53,2,9,18,4,2,2,2017,1,1
88,88.7,0,3,23,4,4,0,2018,2,1
115,89.25,0,9,10,4,3,1,2017,2,1
0,0.0,0,8,3,1,0,1,2017,2,1
99,161.1,2,11,7,4,2,1,2018,2,1
22,81.0,1,2,19,4,2,0,2018,2,1
8,144.5,1,4,16,4,2,2,2018,3,1
81,103.5,0,7,3,4,3,2,2018,1,1
81,135.0,0,10,21,4,2,1,2018,2,0
58,102.15,1,10,31,4,1,1,2018,2,1
273,95.0,0,5,13,4,2,1,2018,2,0
4,0.0,0,10,13,1,1,0,2017,1,1
79,86.4,1,12,22,4,1,0,2018,1,1
57,66.53,1,9,19,4,3,2,2017,2,1
29,79.54,1,1,8,4,5,2,2018,2,1
18,112.8,0,5,31,4,4,0,2018,2,0
88,112.2,0,10,5,3,1,1,2017,2,1
25,75.6,0,9,13,4,3,2,2017,2,1
84,118.15,1,4,27,4,4,0,2018,2,1
1,121.0,2,4,22,4,2,1,2018,2,1
0,0.0,0,1,20,1,1,0,2018,1,1
8,95.0,1,4,5,4,1,0,2018,1,1
8,91.0,1,2,5,4,2,0,2018,2,0
1,99.33,1,8,24,4,2,0,2018,2,1
110,139.5,1,12,9,3,4,0,2017,3,1
3,150.33,0,6,12,4,1,2,2018,3,1
54,69.5,1,3,5,4,1,0,2018,2,1
64,94.5,1,4,13,4,2,0,2018,2,1
52,85.0,0,5,27,3,2,1,2018,2,1
232,81.82,1,8,17,4,4,0,2018,2,0
71,105.0,0,12,6,3,4,0,2018,3,1
23,123.8,0,8,28,4,3,2,2018,2,0
2,93.0,2,2,1,4,3,1,2018,2,1
63,116.0,0,9,4,3,2,0,2017,2,1
10,215.0,0,5,13,4,3,2,2018,1,0
122,85.0,0,4,15,4,2,0,2018,2,0
150,114.66,1,8,30,4,5,0,2018,2,1
359,78.0,1,10,14,3,3,2,2018,2,1
118,110.0,0,6,6,3,1,1,2018,1,1
74,101.5,0,9,18,3,2,0,2017,2,1
304,89.0,0,11,3,4,3,0,2018,2,0
25,167.0,0,4,6,4,3,0,2018,3,0
0,89.0,0,3,29,4,1,0,2018,2,1
41,105.9,2,10,16,4,2,1,2017,2,1
244,90.95,0,8,2,4,4,0,2018,2,0
11,85.0,0,10,3,3,2,1,2018,2,1
36,60.0,0,1,14,3,3,0,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
77,105.3,1,6,26,4,0,1,2018,2,0
30,108.0,3,12,12,4,0,1,2018,2,1
217,90.1,2,5,25,4,4,0,2018,2,0
23,79.0,1,2,12,4,2,1,2018,2,0
1,116.27,1,7,12,4,3,0,2018,2,1
12,106.25,0,5,31,4,1,0,2018,1,1
56,74.8,3,11,11,4,2,2,2018,2,1
110,94.5,0,7,25,4,1,2,2017,2,0
9,149.0,0,4,22,4,2,1,2018,2,0
43,106.8,0,3,17,4,3,0,2018,2,1
219,76.67,1,9,4,3,2,1,2017,1,1
87,105.3,0,4,9,4,1,1,2018,2,0
22,105.0,2,9,1,4,5,1,2017,2,1
6,0.0,0,12,10,4,2,0,2017,1,1
305,89.0,0,11,4,4,2,1,2018,2,0
7,86.0,1,3,2,4,1,0,2018,1,1
3,80.0,0,3,7,2,1,1,2018,1,1
91,90.9,1,4,12,4,3,0,2018,1,1
100,100.0,0,9,28,4,4,0,2018,2,0
91,107.1,1,8,21,4,0,2,2018,2,1
19,89.0,1,1,27,4,3,0,2018,2,1
128,103.5,0,8,9,4,5,0,2018,2,0
42,118.5,1,10,31,4,1,1,2018,2,1
18,85.0,0,10,10,3,3,1,2018,2,1
103,115.0,0,4,19,4,2,0,2018,1,0
94,79.2,1,12,23,4,1,0,2018,2,1
78,105.0,0,4,26,3,4,0,2018,2,1
4,72.0,1,3,23,3,1,0,2018,2,1
1,121.5,1,6,14,4,4,0,2018,1,1
2,98.21,0,10,18,4,2,2,2017,1,1
59,89.1,1,6,20,4,1,1,2018,2,1
16,77.53,0,12,22,4,3,2,2018,2,1
24,0.0,0,8,15,1,0,1,2018,2,1
57,135.9,1,8,10,4,2,0,2018,2,1
20,134.0,1,4,9,4,2,2,2018,2,1
0,103.0,1,5,9,4,2,1,2018,2,1
121,90.0,0,6,24,4,2,1,2018,2,0
27,95.0,0,10,3,3,1,1,2018,2,1
50,111.6,2,12,25,4,0,1,2018,2,1
110,94.5,0,7,25,4,1,2,2017,2,0
16,180.5,0,7,16,4,2,2,2018,3,0
92,49.74,0,7,5,4,3,2,2017,2,0
76,110.15,1,3,20,4,3,2,2018,2,1
146,65.0,0,12,29,3,3,0,2017,1,1
9,142.0,0,8,16,4,5,1,2018,2,0
12,122.33,0,4,29,4,2,1,2018,2,0
102,101.5,0,10,16,4,2,0,2017,2,0
57,80.3,0,2,11,4,3,0,2018,2,1
31,125.1,1,9,16,4,1,0,2018,2,1
142,95.79,1,8,21,4,3,2,2018,2,1
292,115.0,0,7,21,4,2,0,2018,2,0
54,96.0,1,11,11,4,2,1,2018,2,0
21,110.0,1,10,26,4,2,0,2018,2,0
44,75.0,0,2,17,3,3,0,2018,2,1
1,104.72,1,7,5,4,1,0,2018,1,1
30,121.0,0,9,30,3,2,0,2017,2,1
186,90.95,1,7,19,4,5,0,2018,2,0
36,88.0,0,12,8,4,3,0,2018,2,0
138,114.3,1,5,7,4,1,0,2018,2,1
162,62.0,1,3,8,3,5,0,2018,2,1
2,85.0,0,10,13,3,1,0,2017,2,1
100,73.95,0,3,17,4,3,1,2018,2,1
97,60.5,1,12,29,3,4,0,2017,2,1
33,95.0,0,1,25,2,2,1,2018,3,1
86,88.83,1,3,23,4,4,0,2018,2,0
245,110.0,0,7,6,4,4,2,2018,1,0
24,58.0,1,12,26,3,2,2,2017,2,1
89,137.7,2,7,25,4,2,1,2018,3,1
66,58.9,0,7,11,4,1,2,2017,2,1
5,66.0,0,2,3,2,1,0,2018,1,1
41,110.0,0,9,4,3,1,0,2017,2,1
45,98.1,0,12,8,3,2,0,2018,3,1
1,65.0,0,9,2,2,2,0,2017,1,1
11,143.33,0,4,13,4,3,0,2018,2,0
9,0.0,0,10,21,1,2,0,2018,2,1
161,96.9,1,7,15,3,2,1,2018,3,1
